TARIFF,EFF_DATE,CHANGE,SUB_CHAP,DESC1,DESC2,DESC3,FOOTNOTE,UOM,MFN,AUT,NZT,CCCT,LDCT,GPT,UST,MXT,CIAT,CT,CRT,IT,NT,SLT,PT,COLT,JT,PAT,HNT,KRT,CEUT,CPTPT,UKT,row_id,UAT,General Tariff
"8205.51.90","04/01/21 00:00:00",0,,"Other",,,,,"6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44481,"Free","35%"
"8205.51.90.00","01/01/12 00:00:00",0,,"Other",,,,"-  ","6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44482,"Free","35%"
"8205.59","01/01/98 00:00:00",0,,"Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,44483,,
"8205.59.10","04/01/21 00:00:00",0,,"For climbing or mountaineering;
Heads for use in the manufacture or production of other hand tools;
Livestock branding irons",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44484,"Free","35%"
"8205.59.10.00","01/01/12 00:00:00",0,,"For climbing or mountaineering;
Heads for use in the manufacture or production of other hand tools;
Livestock branding irons",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44485,"Free","35%"
"8214.10.00.00","01/01/12 00:00:00",0,,"Paper knives, letter openers, erasing knives, pencil sharpeners and blades therefor",,,,"-  ","6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44617,"Free","35%"
"8214.20.00","04/01/21 00:00:00",0,,"Manicure or pedicure sets and instruments (including nail files)",,,,,"6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44618,"Free","35%"
"8214.20.00.00","01/01/98 00:00:00",0,,"Manicure or pedicure sets and instruments (including nail files)",,,,"-  ","6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44619,"Free","35%"
"8214.90","01/01/98 00:00:00",0,,"Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,44620,,
"8214.90.10","04/01/21 00:00:00",0,,"Clippers for animals, for use on the farm",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44621,"Free","35%"
"8214.90.10.00","01/01/98 00:00:00",0,,"Clippers for animals, for use on the farm",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44622,"Free","35%"
"8214.90.90","04/01/21 00:00:00",0,,"Other",,,,,"7 %","2.5 %","2.5 %","Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44623,"Free","35%"
"8214.90.90.00","01/01/12 00:00:00",0,,"Other",,,,"-  ","7 %","2.5 %","2.5 %","Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44624,"Free","35%"
"82.15","01/01/98 00:00:00",0,,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware.",,,,,,,,,,,,,,,,,,,,,,,,,,,,44625,,
"8215.10","01/01/98 00:00:00",0,,"Sets of assorted articles containing at least one article plated with precious metal",,,,,,,,,,,,,,,,,,,,,,,,,,,,44626,,
"8215.10.10","04/01/21 00:00:00",0,,"Containing spoons, knives and forks, of a kind used at the table",,,,,"11 %",,,"Free","Free","8 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44627,"Free","35%"
"8215.10.10.00","01/01/98 00:00:00",0,,"Containing spoons, knives and forks, of a kind used at the table",,,,"-  ","11 %",,,"Free","Free","8 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44628,"Free","35%"
"8215.10.90","04/01/21 00:00:00",0,,"Other",,,,,"7 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44629,"Free","35%"
"8215.10.90.00","01/01/98 00:00:00",0,,"Other",,,,"-  ","7 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44630,"Free","35%"
"8215.99.20","04/01/21 00:00:00",0,,"Spoon blanks and table forks in the rough",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44645,"Free","35%"
"8215.99.20.00","01/01/98 00:00:00",0,,"Spoon blanks and table forks in the rough",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44646,"Free","35%"
"8215.99.90","04/01/21 00:00:00",0,,"Other",,,,,"6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44647,"Free","35%"
"8215.99.90.00","01/01/12 00:00:00",0,,"Other",,,,"-  ","6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44648,"Free","35%"
"83.01","01/01/98 00:00:00",0,,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,44649,,
"8301.10.00","04/01/21 00:00:00",0,,"Padlocks",,,,,"6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44650,"Free","35%"
"8301.10.00.00","01/01/98 00:00:00",0,,"Padlocks",,,,"DZN","6.5 %",,,"Free","Free","5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44651,"Free","35%"
"8301.20.00","04/01/21 00:00:00",0,,"Locks of a kind used for motor vehicles",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44652,"Free","35%"
"8301.20.00.00","01/01/12 00:00:00",0,,"Locks of a kind used for motor vehicles",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44653,"Free","35%"
"8301.30.00.00","01/01/17 00:00:00",0,,"Locks of a kind used for furniture",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44655,"Free","35%"
"8301.40","01/01/98 00:00:00",0,,"Other locks",,,,,,,,,,,,,,,,,,,,,,,,,,,,44656,,
"8301.40.10","04/01/21 00:00:00",0,,"For use in the manufacture of portfolios, luggage or tackle boxes",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44657,"Free","35%"
"8301.40.10.00","01/01/98 00:00:00",0,,"For use in the manufacture of portfolios, luggage or tackle boxes",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44658,"Free","35%"
"8301.60.00.00","01/01/98 00:00:00",0,,"Parts",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44676,"Free","35%"
"8301.70","01/01/98 00:00:00",0,,"Keys presented separately",,,,,,,,,,,,,,,,,,,,,,,,,,,,44677,,
"8301.70.10","04/01/21 00:00:00",0,,"To be employed as original equipment in the manufacture of passenger automobiles, trucks or buses",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44678,"Free","35%"
"8301.70.10.00","01/01/98 00:00:00",0,,"To be employed as original equipment in the manufacture of passenger automobiles, trucks or buses",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44679,"Free","35%"
"8301.70.90","04/01/21 00:00:00",0,,"Other",,,,,"6.5 %",,,"Free","Free","3 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44680,"Free","35%"
"8301.70.90.00","01/01/12 00:00:00",0,,"Other",,,,"-  ","6.5 %",,,"Free","Free","3 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44681,"Free","35%"
"83.02","01/01/98 00:00:00",0,,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,44682,,
"8302.10.00","04/01/21 00:00:00",0,,"Hinges",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44683,"Free","35%"
"8302.10.00.10","10/01/14 00:00:00",0,,"For furniture",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44684,,
"8302.10.00.20","10/01/14 00:00:00",0,,"For motor vehicles",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44685,,
"8302.10.00.30","10/01/14 00:00:00",0,,"For interior or exterior doors, other than garage, overhead or sliding doors",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44686,,
"8302.10.00.90","10/01/14 00:00:00",0,,"Other",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44687,,
"8302.20.00","04/01/21 00:00:00",0,,"Castors",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44688,"Free","35%"
"8302.20.00.10","01/01/98 00:00:00",0,,"For furniture",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44689,,
"8302.20.00.90","01/01/98 00:00:00",0,,"Other",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44690,,
"8302.30","01/01/98 00:00:00",0,,"Other mountings, fittings and similar articles suitable for motor vehicles",,,,,,,,,,,,,,,,,,,,,,,,,,,,44691,,
"8407.10.00.40","01/01/12 00:00:00",0,,"Used or rebuilt",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44869,,
"8407.2","01/01/98 00:00:00",0,,"Marine propulsion engines:",,,,,,,,,,,,,,,,,,,,,,,,,,,,44870,,
"8407.21.00","04/01/21 00:00:00",0,,"Outboard motors",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44871,"Free","35%"
"8407.21.00.00","01/01/98 00:00:00",0,,"Outboard motors",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44872,"Free","35%"
"8407.29","01/01/98 00:00:00",0,,"Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,44873,,
"8407.29.10","04/01/21 00:00:00",0,,"Inboard-outboard engines",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44874,"Free","35%"
"8407.29.10.00","01/01/98 00:00:00",0,,"Inboard-outboard engines",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44875,"Free","35%"
"8407.29.20","04/01/21 00:00:00",0,,"Inboard engines",,,,,"6 %",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44876,"Free","35%"
"8407.29.20.00","01/01/98 00:00:00",0,,"Inboard engines",,,,"NMB","6 %",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44877,"Free","35%"
"8407.3","01/01/98 00:00:00",0,,"Reciprocating piston engines of a kind used for the propulsion of vehicles of Chapter 87:",,,,,,,,,,,,,,,,,,,,,,,,,,,,44878,,
"8407.31.00","04/01/21 00:00:00",0,,"Of a cylinder capacity not exceeding 50 cc",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44879,"Free","35%"
"8407.31.00.00","01/01/98 00:00:00",0,,"Of a cylinder capacity not exceeding 50 cc",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44880,"Free","35%"
"8407.32.00","04/01/21 00:00:00",0,,"Of a cylinder capacity exceeding 50 cc but not exceeding 250 cc",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44881,"Free","35%"
"8407.32.00.00","01/01/12 00:00:00",0,,"Of a cylinder capacity exceeding 50 cc but not exceeding 250 cc",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44882,"Free","35%"
"8408.10.00.00","01/01/17 00:00:00",0,,"Marine propulsion engines",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44901,"Free","35%"
"8408.20.00","04/01/21 00:00:00",0,,"Engines of a kind used for the propulsion of vehicles of Chapter 87",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44902,"Free","35%"
"8408.20.00.00","01/01/17 00:00:00",0,,"Engines of a kind used for the propulsion of vehicles of Chapter 87",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44903,"Free","35%"
"8408.90.00","04/01/21 00:00:00",0,,"Other engines",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44904,"Free","35%"
"8408.90.00.20","01/01/17 00:00:00",0,,"For installation in agricultural or horticultural machinery or equipment",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44905,,
"8408.90.00.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,44906,,
"8408.90.00.94","01/01/98 00:00:00",0,,"Other, of a power not exceeding 149.2 kW",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44907,,
"8408.90.00.95","01/01/98 00:00:00",0,,"Other, of a power exceeding 149.2 kW but not exceeding 373 kW",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44908,,
"8408.90.00.96","01/01/98 00:00:00",0,,"Other, of a power exceeding 373 kW but not exceeding 746 kW",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44909,,
"8408.90.00.97","01/01/12 00:00:00",0,,"Other, of a power exceeding 746 kW but not exceeding 1,119 kW",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44910,,
"8408.90.00.98","01/01/12 00:00:00",0,,"Other, of a power exceeding 1,119 kW",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,44911,,
"84.09","01/01/02 00:00:00",0,,"Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.",,,,,,,,,,,,,,,,,,,,,,,,,,,,44912,,
"8409.10.00","04/01/21 00:00:00",0,,"For aircraft engines",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44913,"Free","35%"
"8409.10.00.00","01/01/12 00:00:00",0,,"For aircraft engines",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44914,"Free","35%"
"8409.9","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,44915,,
"8409.91.00","04/01/21 00:00:00",0,,"Suitable for use solely or principally with spark-ignition internal combustion piston engines",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44916,"Free","35%"
"8409.91.00.10","01/01/22 00:00:00",0,,"Of the engines of vehicles of subheading 8701.21 to 8701.29 or heading 87.02, 87.03 or 87.04",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,44917,,
"8413.8","01/01/98 00:00:00",0,,"Other pumps; liquid elevators:",,,,,,,,,,,,,,,,,,,,,,,,,,,,45076,,
"8413.81.00","04/01/21 00:00:00",0,,"Pumps",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",45077,"Free","35%"
"8413.81.00.10","04/01/09 00:00:00",0,,"Turbine pumps",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,45078,,
"8413.81.00.20","04/01/09 00:00:00",0,,"Self-contained household water system pumps and windmill pumps",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,45079,,
"8413.81.00.90","04/01/09 00:00:00",0,,"Other",,,,"NMB",,,,,,,,,,,,,,,,,,,,,,,,45080,,
"8413.82.00","04/01/21 00:00:00",0,,"Liquid elevators",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",45081,"Free","35%"
"8413.82.00.00","01/01/98 00:00:00",0,,"Liquid elevators",,,,"NMB","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",45082,"Free","35%"
"8413.9","01/01/98 00:00:00",0,,"Parts:",,,,,,,,,,,,,,,,,,,,,,,,,,,,45083,,
"8413.91.00","04/01/21 00:00:00",0,,"Of pumps",,,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",45084,"Free","35%"
"8413.91.00.2","01/01/12 00:00:00",0,,"Of pumps, fitted or designed to be fitted with a measuring device:",,,,,,,,,,,,,,,,,,,,,,,,,,,,45086,,
"8413.91.00.21","01/01/12 00:00:00",0,,"For dispensing gasoline, diesel fuel, liquid natural gas, liquid propane or fuel oil",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,45087,,
"8413.91.00.22","01/01/12 00:00:00",0,,"Of automatic dosage pumps (infusion pumps), of a kind used for administering medication",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,45088,,
"8413.91.00.29","01/01/12 00:00:00",0,,"Other",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,45089,,
"8413.91.00.30","01/01/12 00:00:00",0,,"Of fuel, lubricating or cooling medium pumps, for internal combustion piston engines",,,,"-  ",,,,,,,,,,,,,,,,,,,,,,,,45090,,
"8211.91.90.00","01/01/17 00:00:00",0,,"Other",,,,"-  ","11 %",,,"Free","Free","8 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",44577,"Free","35%"
